id;instrumento;acorde;acorde_enarmonico;tonica;tonica_pt;qualidade;formula_intervalar;inversao_numero;inversao_nome;notas_ordenadas;notas_separadas;baixo_sugerido;mao_esquerda_sugerida;mao_direita_sugerida;oitava_referencia;observacoes;fonte
teclado-F-2;teclado;F;;F;Fá;maior;1 3 5;2;2ª inversão;C-F-A;C|F|A;C;F;C-F-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm-0;teclado;Fm;;F;Fá;menor;1 b3 5;0;posição fundamental;F-G#-C;F|G#|C;F;F;F-G#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm-1;teclado;Fm;;F;Fá;menor;1 b3 5;1;1ª inversão;G#-C-F;G#|C|F;G#;F;G#-C-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm-2;teclado;Fm;;F;Fá;menor;1 b3 5;2;2ª inversão;C-F-G#;C|F|G#;C;F;C-F-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7-0;teclado;F7;;F;Fá;sétima dominante;1 3 5 b7;0;posição fundamental;F-A-C-D#;F|A|C|D#;F;F;F-A-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7-1;teclado;F7;;F;Fá;sétima dominante;1 3 5 b7;1;1ª inversão;A-C-D#-F;A|C|D#|F;A;F;A-C-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7-2;teclado;F7;;F;Fá;sétima dominante;1 3 5 b7;2;2ª inversão;C-D#-F-A;C|D#|F|A;C;F;C-D#-F-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F7-3;teclado;F7;;F;Fá;sétima dominante;1 3 5 b7;3;3ª inversão;D#-F-A-C;D#|F|A|C;D#;F;D#-F-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fmaj7-0;teclado;Fmaj7;;F;Fá;sétima maior;1 3 5 7;0;posição fundamental;F-A-C-E;F|A|C|E;F;F;F-A-C-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fmaj7-1;teclado;Fmaj7;;F;Fá;sétima maior;1 3 5 7;1;1ª inversão;A-C-E-F;A|C|E|F;A;F;A-C-E-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fmaj7-2;teclado;Fmaj7;;F;Fá;sétima maior;1 3 5 7;2;2ª inversão;C-E-F-A;C|E|F|A;C;F;C-E-F-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fmaj7-3;teclado;Fmaj7;;F;Fá;sétima maior;1 3 5 7;3;3ª inversão;E-F-A-C;E|F|A|C;E;F;E-F-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm7-0;teclado;Fm7;;F;Fá;menor com sétima;1 b3 5 b7;0;posição fundamental;F-G#-C-D#;F|G#|C|D#;F;F;F-G#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm7-1;teclado;Fm7;;F;Fá;menor com sétima;1 b3 5 b7;1;1ª inversão;G#-C-D#-F;G#|C|D#|F;G#;F;G#-C-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm7-2;teclado;Fm7;;F;Fá;menor com sétima;1 b3 5 b7;2;2ª inversão;C-D#-F-G#;C|D#|F|G#;C;F;C-D#-F-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm7-3;teclado;Fm7;;F;Fá;menor com sétima;1 b3 5 b7;3;3ª inversão;D#-F-G#-C;D#|F|G#|C;D#;F;D#-F-G#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F6-0;teclado;F6;;F;Fá;sexta;1 3 5 6;0;posição fundamental;F-A-C-D;F|A|C|D;F;F;F-A-C-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F6-1;teclado;F6;;F;Fá;sexta;1 3 5 6;1;1ª inversão;A-C-D-F;A|C|D|F;A;F;A-C-D-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F6-2;teclado;F6;;F;Fá;sexta;1 3 5 6;2;2ª inversão;C-D-F-A;C|D|F|A;C;F;C-D-F-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F6-3;teclado;F6;;F;Fá;sexta;1 3 5 6;3;3ª inversão;D-F-A-C;D|F|A|C;D;F;D-F-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm6-0;teclado;Fm6;;F;Fá;menor com sexta;1 b3 5 6;0;posição fundamental;F-G#-C-D;F|G#|C|D;F;F;F-G#-C-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm6-1;teclado;Fm6;;F;Fá;menor com sexta;1 b3 5 6;1;1ª inversão;G#-C-D-F;G#|C|D|F;G#;F;G#-C-D-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm6-2;teclado;Fm6;;F;Fá;menor com sexta;1 b3 5 6;2;2ª inversão;C-D-F-G#;C|D|F|G#;C;F;C-D-F-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm6-3;teclado;Fm6;;F;Fá;menor com sexta;1 b3 5 6;3;3ª inversão;D-F-G#-C;D|F|G#|C;D;F;D-F-G#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fdim-0;teclado;Fdim;;F;Fá;diminuto;1 b3 b5;0;posição fundamental;F-G#-B;F|G#|B;F;F;F-G#-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fdim-1;teclado;Fdim;;F;Fá;diminuto;1 b3 b5;1;1ª inversão;G#-B-F;G#|B|F;G#;F;G#-B-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fdim-2;teclado;Fdim;;F;Fá;diminuto;1 b3 b5;2;2ª inversão;B-F-G#;B|F|G#;B;F;B-F-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fdim7-0;teclado;Fdim7;;F;Fá;diminuto com sétima;1 b3 b5 bb7;0;posição fundamental;F-G#-B-D;F|G#|B|D;F;F;F-G#-B-D;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fdim7-1;teclado;Fdim7;;F;Fá;diminuto com sétima;1 b3 b5 bb7;1;1ª inversão;G#-B-D-F;G#|B|D|F;G#;F;G#-B-D-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fdim7-2;teclado;Fdim7;;F;Fá;diminuto com sétima;1 b3 b5 bb7;2;2ª inversão;B-D-F-G#;B|D|F|G#;B;F;B-D-F-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fdim7-3;teclado;Fdim7;;F;Fá;diminuto com sétima;1 b3 b5 bb7;3;3ª inversão;D-F-G#-B;D|F|G#|B;D;F;D-F-G#-B;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Faug-0;teclado;Faug;;F;Fá;aumentado;1 3 #5;0;posição fundamental;F-A-C#;F|A|C#;F;F;F-A-C#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Faug-1;teclado;Faug;;F;Fá;aumentado;1 3 #5;1;1ª inversão;A-C#-F;A|C#|F;A;F;A-C#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Faug-2;teclado;Faug;;F;Fá;aumentado;1 3 #5;2;2ª inversão;C#-F-A;C#|F|A;C#;F;C#-F-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fsus2-0;teclado;Fsus2;;F;Fá;suspenso com segunda;1 2 5;0;posição fundamental;F-G-C;F|G|C;F;F;F-G-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fsus2-1;teclado;Fsus2;;F;Fá;suspenso com segunda;1 2 5;1;1ª inversão;G-C-F;G|C|F;G;F;G-C-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fsus2-2;teclado;Fsus2;;F;Fá;suspenso com segunda;1 2 5;2;2ª inversão;C-F-G;C|F|G;C;F;C-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fsus4-0;teclado;Fsus4;;F;Fá;suspenso com quarta;1 4 5;0;posição fundamental;F-A#-C;F|A#|C;F;F;F-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fsus4-1;teclado;Fsus4;;F;Fá;suspenso com quarta;1 4 5;1;1ª inversão;A#-C-F;A#|C|F;A#;F;A#-C-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fsus4-2;teclado;Fsus4;;F;Fá;suspenso com quarta;1 4 5;2;2ª inversão;C-F-A#;C|F|A#;C;F;C-F-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fadd9-0;teclado;Fadd9;;F;Fá;com nona adicionada;1 3 5 9;0;posição fundamental;F-G-A-C;F|G|A|C;F;F;F-G-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fadd9-1;teclado;Fadd9;;F;Fá;com nona adicionada;1 3 5 9;1;1ª inversão;G-A-C-F;G|A|C|F;G;F;G-A-C-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fadd9-2;teclado;Fadd9;;F;Fá;com nona adicionada;1 3 5 9;2;2ª inversão;A-C-F-G;A|C|F|G;A;F;A-C-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fadd9-3;teclado;Fadd9;;F;Fá;com nona adicionada;1 3 5 9;3;3ª inversão;C-F-G-A;C|F|G|A;C;F;C-F-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F9-0;teclado;F9;;F;Fá;nona dominante;1 3 5 b7 9;0;posição fundamental;F-G-A-C-D#;F|G|A|C|D#;F;F;F-G-A-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F9-1;teclado;F9;;F;Fá;nona dominante;1 3 5 b7 9;1;1ª inversão;G-A-C-D#-F;G|A|C|D#|F;G;F;G-A-C-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F9-2;teclado;F9;;F;Fá;nona dominante;1 3 5 b7 9;2;2ª inversão;A-C-D#-F-G;A|C|D#|F|G;A;F;A-C-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F9-3;teclado;F9;;F;Fá;nona dominante;1 3 5 b7 9;3;3ª inversão;C-D#-F-G-A;C|D#|F|G|A;C;F;C-D#-F-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F9-4;teclado;F9;;F;Fá;nona dominante;1 3 5 b7 9;4;4ª inversão;D#-F-G-A-C;D#|F|G|A|C;D#;F;D#-F-G-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fmaj9-0;teclado;Fmaj9;;F;Fá;nona maior;1 3 5 7 9;0;posição fundamental;F-G-A-C-E;F|G|A|C|E;F;F;F-G-A-C-E;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fmaj9-1;teclado;Fmaj9;;F;Fá;nona maior;1 3 5 7 9;1;1ª inversão;G-A-C-E-F;G|A|C|E|F;G;F;G-A-C-E-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fmaj9-2;teclado;Fmaj9;;F;Fá;nona maior;1 3 5 7 9;2;2ª inversão;A-C-E-F-G;A|C|E|F|G;A;F;A-C-E-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fmaj9-3;teclado;Fmaj9;;F;Fá;nona maior;1 3 5 7 9;3;3ª inversão;C-E-F-G-A;C|E|F|G|A;C;F;C-E-F-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fmaj9-4;teclado;Fmaj9;;F;Fá;nona maior;1 3 5 7 9;4;4ª inversão;E-F-G-A-C;E|F|G|A|C;E;F;E-F-G-A-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm9-0;teclado;Fm9;;F;Fá;menor com nona;1 b3 5 b7 9;0;posição fundamental;F-G-G#-C-D#;F|G|G#|C|D#;F;F;F-G-G#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm9-1;teclado;Fm9;;F;Fá;menor com nona;1 b3 5 b7 9;1;1ª inversão;G-G#-C-D#-F;G|G#|C|D#|F;G;F;G-G#-C-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm9-2;teclado;Fm9;;F;Fá;menor com nona;1 b3 5 b7 9;2;2ª inversão;G#-C-D#-F-G;G#|C|D#|F|G;G#;F;G#-C-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm9-3;teclado;Fm9;;F;Fá;menor com nona;1 b3 5 b7 9;3;3ª inversão;C-D#-F-G-G#;C|D#|F|G|G#;C;F;C-D#-F-G-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm9-4;teclado;Fm9;;F;Fá;menor com nona;1 b3 5 b7 9;4;4ª inversão;D#-F-G-G#-C;D#|F|G|G#|C;D#;F;D#-F-G-G#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F11-0;teclado;F11;;F;Fá;décima primeira;1 3 5 b7 9 11;0;posição fundamental;F-G-A-A#-C-D#;F|G|A|A#|C|D#;F;F;F-G-A-A#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F11-1;teclado;F11;;F;Fá;décima primeira;1 3 5 b7 9 11;1;1ª inversão;G-A-A#-C-D#-F;G|A|A#|C|D#|F;G;F;G-A-A#-C-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F11-2;teclado;F11;;F;Fá;décima primeira;1 3 5 b7 9 11;2;2ª inversão;A-A#-C-D#-F-G;A|A#|C|D#|F|G;A;F;A-A#-C-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F11-3;teclado;F11;;F;Fá;décima primeira;1 3 5 b7 9 11;3;3ª inversão;A#-C-D#-F-G-A;A#|C|D#|F|G|A;A#;F;A#-C-D#-F-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F11-4;teclado;F11;;F;Fá;décima primeira;1 3 5 b7 9 11;4;4ª inversão;C-D#-F-G-A-A#;C|D#|F|G|A|A#;C;F;C-D#-F-G-A-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F11-5;teclado;F11;;F;Fá;décima primeira;1 3 5 b7 9 11;5;5ª inversão;D#-F-G-A-A#-C;D#|F|G|A|A#|C;D#;F;D#-F-G-A-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm11-0;teclado;Fm11;;F;Fá;menor com décima primeira;1 b3 5 b7 9 11;0;posição fundamental;F-G-G#-A#-C-D#;F|G|G#|A#|C|D#;F;F;F-G-G#-A#-C-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm11-1;teclado;Fm11;;F;Fá;menor com décima primeira;1 b3 5 b7 9 11;1;1ª inversão;G-G#-A#-C-D#-F;G|G#|A#|C|D#|F;G;F;G-G#-A#-C-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm11-2;teclado;Fm11;;F;Fá;menor com décima primeira;1 b3 5 b7 9 11;2;2ª inversão;G#-A#-C-D#-F-G;G#|A#|C|D#|F|G;G#;F;G#-A#-C-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm11-3;teclado;Fm11;;F;Fá;menor com décima primeira;1 b3 5 b7 9 11;3;3ª inversão;A#-C-D#-F-G-G#;A#|C|D#|F|G|G#;A#;F;A#-C-D#-F-G-G#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm11-4;teclado;Fm11;;F;Fá;menor com décima primeira;1 b3 5 b7 9 11;4;4ª inversão;C-D#-F-G-G#-A#;C|D#|F|G|G#|A#;C;F;C-D#-F-G-G#-A#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-Fm11-5;teclado;Fm11;;F;Fá;menor com décima primeira;1 b3 5 b7 9 11;5;5ª inversão;D#-F-G-G#-A#-C;D#|F|G|G#|A#|C;D#;F;D#-F-G-G#-A#-C;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F13-0;teclado;F13;;F;Fá;décima terceira;1 3 5 b7 9 13;0;posição fundamental;F-G-A-C-D-D#;F|G|A|C|D|D#;F;F;F-G-A-C-D-D#;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F13-1;teclado;F13;;F;Fá;décima terceira;1 3 5 b7 9 13;1;1ª inversão;G-A-C-D-D#-F;G|A|C|D|D#|F;G;F;G-A-C-D-D#-F;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F13-2;teclado;F13;;F;Fá;décima terceira;1 3 5 b7 9 13;2;2ª inversão;A-C-D-D#-F-G;A|C|D|D#|F|G;A;F;A-C-D-D#-F-G;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
teclado-F13-3;teclado;F13;;F;Fá;décima terceira;1 3 5 b7 9 13;3;3ª inversão;C-D-D#-F-G-A;C|D|D#|F|G|A;C;F;C-D-D#-F-G-A;"C4 como dó central; ajustar conforme tessitura";Voicing teórico fechado. O desenvolvedor pode distribuir notas entre oitavas e omitir duplicações.;"Dicionário de acordes para teclado anexado; estrutura normalizada por teoria musical."
